#b5b6	p3_p4	b1_4	g	Gr	r	t	u2	u3	y1_y2	y3_y4	code	status
1.923	1.0445	3.8525	3.2393	1.8625	3.6333	2.1741	0.955	0.8809	1.8705	1.9245	0	OK
1.845	0.9844	3.8021	3.1931	1.8957	3.7552	2.1804	0.9707	0.9689	1.87	1.9005	0	OK
1.8797	1.0271	3.871	3.4166	1.9136	3.7762	2.3111	0.9877	0.9529	1.8479	1.9535	0	OK
1.9092	1.0141	3.7994	3.333	1.8635	3.6799	2.1514	0.9466	0.8967	1.8527	1.9047	0	OK
1.8752	1.0034	3.9386	3.2916	1.9219	3.8747	2.2784	0.9316	0.8769	1.8902	1.8896	0	OK
1.8858	1.0363	3.7999	3.2079	1.9082	3.7391	2.1392	0.9282	0.9803	1.8838	1.9206	0	OK
1.855	1.0608	3.8414	3.3512	1.8805	3.6619	2.2457	0.9775	0.8596	1.8667	1.9148	0	OK
1.8059	0.9578	3.6173	3.103	1.8149	3.6757	2.0668	0.9085	0.922	1.7829	1.782	0	OK
1.8376	1.004	3.8231	3.3038	1.8641	3.8376	2.2161	0.9694	0.8679	1.8662	1.9561	0	OK
1.8805	1.0282	3.7767	3.2364	1.8764	3.6881	2.1581	0.9113	0.9255	1.884	1.9205	0	OK
1.8717	1.0362	3.7549	3.2231	1.8884	3.74	2.1632	0.9631	0.9285	1.859	1.9067	0	OK
1.8448	1.0376	3.779	3.3127	1.9496	3.631	2.2936	0.9732	0.8337	1.9003	1.9568	0	OK
1.9211	1.0455	3.9506	3.2458	2.0081	3.7219	2.1946	0.9877	1.0276	1.9401	1.932	0	OK
1.8419	1.0215	3.852	3.2089	1.8763	3.6677	2.1909	0.9066	0.8419	1.8682	1.966	0	OK
1.8773	0.9655	3.9127	3.2192	1.8968	3.7668	2.1635	0.9616	0.9611	1.8439	1.9638	0	OK
1.9089	1.0092	3.9292	3.1665	1.9485	3.6031	2.1873	0.9734	0.8617	1.9347	1.8746	0	OK
1.8239	1.03	3.7866	3.2806	1.9396	3.625	2.1818	0.985	1.0342	1.8928	1.9074	0	OK
1.8662	1.0169	3.7531	3.2816	1.8819	3.546	2.3044	0.934	0.818	1.8272	1.9037	0	OK
1.8152	1.0229	3.7025	3.1912	1.8184	3.5296	2.0965	0.9046	0.9106	1.8023	1.9053	0	OK
1.8908	1.0251	3.8317	3.2847	1.8913	3.6871	2.2037	0.9075	0.9738	1.8994	1.9684	0	OK
1.8677	1.0039	3.8101	3.2763	1.8991	3.6712	2.2275	0.9369	0.8974	1.8827	1.9373	0	OK
1.8994	1.0195	3.8611	3.1186	1.8934	3.5942	2.0759	0.9522	0.9835	1.9153	1.8535	0	OK
1.8293	0.995	3.7782	3.2052	1.8622	3.7314	2.1522	0.9343	0.9259	1.8492	1.9002	0	OK
1.8772	1.0479	3.8408	3.3208	1.8805	3.7157	2.2436	0.9337	0.8962	1.868	1.9085	0	OK
1.8844	0.9988	3.8183	3.3061	1.8698	3.7401	2.1077	0.9446	0.9509	1.8763	1.9103	0	OK
1.905	1.0556	3.8792	3.2721	1.9793	4.0101	2.2885	0.9591	0.8317	1.8852	2.0116	0	OK
1.8682	0.9672	3.7365	3.1992	1.8782	3.7154	2.2131	0.8908	0.9317	1.8242	2.0106	0	OK
1.8613	1.0088	3.835	3.3257	1.8975	3.7385	2.2856	0.9319	0.8141	1.8716	2.0438	0	OK
1.8651	0.9904	3.8287	3.3572	1.9089	3.6044	2.3169	0.9205	0.8227	1.8658	2.032	0	OK
1.8837	0.9975	3.7816	3.255	1.8944	3.6407	2.1615	0.9455	0.8133	1.8541	2.0222	0	OK
1.8726	0.9883	3.7313	3.2936	1.8731	3.5408	2.3034	0.8916	0.7366	1.8306	2.0069	0	OK
1.9778	1.06	4.0113	3.2978	1.9689	3.7917	2.1278	0.9525	0.9131	2.0174	1.9815	0	OK
1.9831	1.0035	3.9195	2.831	1.9881	3.6661	1.8549	0.9781	0.9647	1.9629	1.875	0	OK
1.9557	0.9992	3.8501	2.8403	1.9333	3.6365	1.9192	1.0235	0.8774	1.9069	1.868	0	OK
1.8009	0.9076	3.5906	2.8382	1.8015	3.3434	1.8567	0.8883	0.9045	1.7845	1.7798	0	OK
1.834	0.982	3.8656	3.3115	1.943	3.7484	2.2579	0.9126	0.8266	1.9101	2.0155	0	OK
2.0216	1.0228	4.0134	2.9724	2.0217	4.1468	2.0149	0.9962	1.0146	2.0305	1.9673	0	OK
1.8964	0.9953	4.0153	3.4411	1.9631	3.8191	2.1437	0.9249	0.9091	1.9919	1.9624	0	OK
1.9334	1.0841	3.92	3.3661	1.9364	3.7319	2.1507	0.9639	0.929	1.9385	1.8903	0	OK
1.9654	1.0272	4.136	3.1025	1.9651	3.8898	2.0094	0.9515	0.9466	2.0212	1.9226	0	OK
1.9432	1.076	4.006	3.3109	2.0194	4.2064	2.17	0.9691	0.9297	2.0394	1.995	0	OK
1.9337	1.0843	3.8662	3.2522	1.9014	3.8529	2.1556	0.9193	0.9534	1.9151	1.922	0	OK
1.8644	0.9819	3.7558	3.3914	1.8744	3.4746	2.2768	0.9384	0.7869	1.8118	1.8812	0	OK
1.8567	0.9935	3.9465	3.6496	1.9459	3.6703	2.204	0.9339	0.8926	1.9486	1.9049	0	OK
1.8736	1.0322	3.8579	3.2525	1.8687	3.6591	2.1302	0.9412	0.9022	1.9536	1.9458	0	OK
1.9887	1.0536	3.9291	3.284	1.915	3.8906	2.0364	0.9612	0.9283	1.9705	1.8526	0	OK
1.8184	0.973	3.843	2.9091	1.8363	3.5052	2.0307	0.8966	0.9185	1.8848	1.9038	0	OK
1.7709	1.0209	3.6417	3.4768	1.8267	3.5587	2.3651	0.9302	0.8243	1.8052	1.8883	0	OK
1.8791	0.9701	3.8668	3.0866	1.9678	3.8007	2.0641	0.952	0.9147	1.9267	1.8787	0	OK
1.8604	1.0056	3.8321	3.2033	1.8635	3.6218	1.9343	0.9418	0.8296	1.873	1.7278	0	OK
1.8184	1.0038	3.9417	3.4341	1.989	3.6756	2.3456	0.9284	0.8294	1.9001	2.1039	0	OK
2.0983	1.007	4.109	3.061	2.0723	4.0826	1.9483	1.0439	1.037	2.0814	1.9526	0	OK
2.0126	0.9944	4.1417	3.029	2.0508	4.0547	1.9301	1.041	1.0116	2.095	1.93	0	OK
1.9342	0.9668	3.904	3.047	1.9518	3.755	2.0116	0.9755	0.9406	1.9345	1.9139	0	OK
1.8685	0.9873	3.8077	3.3622	1.8911	3.7195	2.2075	0.9023	0.9217	1.8884	1.8156	0	OK
1.8599	1.0157	3.7634	3.2712	1.9247	3.6864	2.1838	0.9009	0.8988	1.8512	1.863	0	OK
1.9873	1.0086	4.0511	3.0037	2.0201	3.8935	2.015	1.0285	1.014	2.0623	2.0024	0	OK
2.0006	1.0162	4.025	3.072	2.0268	4.1439	2.0093	1.0164	0.9872	2.0564	1.9707	0	OK
2.0137	1.0315	4.0112	2.972	2.0439	4.0854	1.9769	1.0154	1.005	2.055	1.9792	0	OK
1.9426	1.0383	3.8208	3.2692	1.891	3.8506	2.0434	0.9282	0.863	1.9454	1.8135	0	OK
1.912	0.9982	4.0139	3.2978	1.9831	3.9818	2.0712	0.935	0.923	2.0257	1.7917	0	OK
1.9232	1.004	3.9442	3.3213	1.9323	3.8589	2.0831	0.9388	0.9795	1.9407	1.8386	0	OK
2.0135	0.9878	3.9775	2.9794	2.0441	3.8359	1.9932	1.018	1.0032	2.0348	1.9575	0	OK
1.8929	0.9892	3.7843	3.2472	1.9229	3.5789	2.0921	0.9456	0.8951	1.9211	1.8668	0	OK
1.9223	1.0519	3.8519	3.3047	1.9581	3.7468	2.104	0.9298	0.867	1.9103	1.9041	0	OK
1.9022	1.0116	3.7775	3.2861	1.9203	3.6879	2.1643	0.9103	0.8972	1.9399	2.0763	0	OK
1.8518	1.0238	3.783	3.2262	1.9738	3.6822	2.1745	0.9204	0.8602	1.8726	2.0204	0	OK
1.888	1.0066	3.7604	3.1783	1.9399	3.7969	2.177	0.9008	0.8962	1.9145	2.0237	0	OK
1.9041	1.0062	3.8885	3.2691	1.922	3.7748	2.1185	0.9555	1.0102	1.9204	1.9051	0	OK
1.8434	1.0002	3.7624	3.206	1.8849	3.8989	2.2061	0.9096	0.8908	1.8476	2.0296	0	OK
2.0003	1.0187	4.0331	2.9717	2.0278	4.1139	1.9975	1.0356	0.997	2.0256	1.9847	0	OK
1.8856	0.963	3.8978	3.3713	1.9352	3.6739	2.1067	0.9467	0.9553	1.9637	1.8405	0	OK
1.9985	0.965	4.0716	3.0512	2.0389	3.912	2.0174	1.0434	1.0524	2.0758	2.002	0	OK
2.0366	1.0394	4.0562	2.9758	2.018	4.2221	1.8645	1.032	1.0866	2.0246	1.9156	0	OK
1.864	1.0158	3.7981	3.3605	1.8913	3.7331	2.2072	0.9413	1.011	1.9032	1.7852	0	OK
1.9984	0.9063	4.0705	3.0612	2.0241	3.9115	2.0091	1.005	1.0243	2.0539	1.9754	0	OK
1.8768	1.0049	3.8049	3.2396	1.8926	3.5897	2.1624	0.952	0.859	1.8665	1.9013	0	OK
1.9522	0.9714	3.9532	3.167	1.9959	3.7417	2.0224	0.9458	1.0046	2.0025	2.0791	0	OK
2.0223	1.0666	3.9612	3.401	1.885	3.711	2.1129	0.9309	0.7619	1.9717	1.8312	0	OK
2.0078	1.009	4.0913	3.0024	2.0368	4.0122	1.9625	1.0536	0.962	2.0687	1.9684	0	OK
2.0288	1.0021	4.0263	3.0503	2.0303	3.9384	2.0882	1.023	0.9117	2.0462	1.995	0	OK
2.0349	1.0087	4.0586	3.0207	2.053	3.9972	1.9875	1.0363	0.9462	2.0643	1.9795	0	OK
1.9999	0.9752	4.0505	3.0119	2.0272	3.9976	1.9827	1.0083	1.0324	2.023	1.996	0	OK
1.9793	0.9934	4.0137	3.0185	2.049	3.9749	1.9656	1.0157	0.9796	2.0554	1.9842	0	OK
1.9688	1.0321	4.0131	3.2667	2.0317	3.9416	2.1578	0.9674	0.9555	2.0289	1.9678	0	OK
2.0389	1.017	4.0731	2.967	2.0675	4.0865	1.972	1.0234	0.9621	2.0334	1.9259	0	OK
1.9154	1.0488	3.8593	3.2612	2.0164	3.8199	2.3147	0.9368	0.8444	1.9059	2.0755	0	OK
1.8816	0.99	3.8413	3.0214	1.9688	3.8092	2.0868	0.95	0.9033	1.8937	1.9737	0	OK
1.852	0.9929	3.8026	3.2342	1.9128	3.5991	2.2413	0.9333	0.8014	1.9018	2.0391	0	OK
1.8414	1.0368	3.8403	3.2175	1.9598	3.8439	2.3309	0.9275	1.0115	1.8799	1.9973	0	OK
1.8213	1.0014	3.7161	3.2407	1.8952	3.6002	2.2503	0.8776	0.7781	1.8302	1.9893	0	OK
1.8184	1.0603	3.8668	3.4247	1.9483	3.6767	2.1861	0.9541	0.9541	1.9148	1.9427	0	OK
1.9949	1.0604	4.0412	3.4372	2.0412	3.9162	2.0795	0.9606	0.9649	2.0694	1.8929	0	OK
1.9736	1.0671	4.1258	3.4159	2.0297	4.1336	2.1717	0.987	0.9764	2.0955	1.9057	0	OK
1.9265	0.9813	3.9585	3.378	1.9684	3.8051	2.1264	0.9833	1.0641	1.9758	1.8467	0	OK
1.9822	0.942	3.9798	3.0925	2.021	3.6727	2.0138	0.9416	1.0455	1.9709	2.0227	0	OK
2.0472	1.035	4.1755	3.3641	2.0648	3.9593	2.1628	0.9914	0.9866	2.0799	1.905	0	OK
1.9773	0.9917	3.9735	2.9968	2.0221	4.0043	2.0576	1.0103	1.0023	2.034	1.9824	0	OK
1.8616	0.9894	3.7921	3.227	1.914	3.6866	2.2192	0.9068	0.7896	1.8559	2.0384	0	OK
1.8552	1.0214	3.8138	3.3198	1.9173	3.6299	2.1652	1.458	0.9322	1.9189	1.9123	0	OK
1.9047	1.0259	3.8942	3.1833	1.9197	3.9201	2.1306	0.9392	1.0222	1.9601	1.8786	0	OK
2.0224	0.9801	4.085	2.9877	2.1025	4.1525	1.978	1.0082	1.0572	2.0702	1.9915	0	OK
1.8686	1.0294	3.8491	3.2041	1.958	3.8935	2.2171	0.9052	0.8128	1.9254	2.0134	0	OK
1.8758	1.0023	3.828	3.215	1.9315	3.8837	2.1836	0.9111	0.8551	1.8599	1.9897	0	OK
1.7992	1.0135	3.803	3.193	1.8813	3.6471	2.2774	0.8928	0.8372	1.7833	1.9913	0	OK
1.8423	1.0431	3.8425	3.3325	1.8709	3.6389	2.1247	0.926	0.8793	1.8722	1.9067	0	OK
1.9629	1.0236	4.0484	3.3523	2.0438	4.032	2.1192	0.9955	1.0049	2.0515	1.9063	0	OK
1.9551	0.999	4.0226	3.3656	1.9793	3.8579	2.1353	0.9807	0.9875	2.0339	1.9024	0	OK
2.0086	1.0012	3.9871	3.3757	2.0047	3.9226	2.0964	0.9401	1.0258	2.0448	1.8978	0	OK
1.9406	1.0202	4.0619	3.4118	2.022	3.978	1.9926	0.9605	0.929	2.0743	1.8323	0	OK
1.9038	1.0384	3.8474	3.2914	1.8893	3.7223	2.2391	0.9297	0.9234	1.8662	1.9545	0	OK
1.8283	1.0351	3.9198	3.2011	1.8947	3.6349	2.1853	0.9432	0.8365	1.9003	1.9175	0	OK
1.862	1.0278	3.8358	3.0682	1.8939	3.7129	2.0099	0.9455	0.9	1.8682	1.8552	0	OK
1.8416	1.0367	3.6905	3.1956	1.7975	3.5327	2.3601	0.8752	0.9239	1.7836	2.0483	0	OK
1.8827	1.0399	3.7354	3.1599	1.8893	3.6459	2.1673	0.8806	0.8407	1.8748	1.9819	0	OK
1.8981	0.9814	3.8315	2.9234	1.8995	3.7353	1.9171	0.9834	0.8899	1.9087	1.8635	0	OK
1.9107	1.0546	3.9433	3.2728	1.9895	3.8391	2.2512	0.9509	0.8972	1.9434	1.9007	0	OK
1.7912	0.9106	3.6547	3.2132	1.8392	3.423	2.1773	0.8878	0.919	1.7796	1.8007	0	OK
1.9236	1.0059	3.9624	3.4423	1.9873	3.8888	2.2457	0.99	0.928	1.9611	1.8703	0	OK
1.8376	1.0427	3.8399	3.4864	1.9266	3.5956	2.2389	0.928	0.9067	1.8831	1.8623	0	OK
1.972	1.0131	3.8885	2.8922	1.9623	3.9298	1.9955	0.9893	0.927	1.9598	1.9306	0	OK
1.8985	1.0652	3.8688	3.2976	1.8899	3.8392	2.1631	0.9626	0.971	1.8695	1.8905	0	OK
1.9756	1.0064	3.8486	2.7936	1.9572	3.8589	1.8852	0.9925	0.9508	1.9294	1.8641	0	OK
1.9441	0.906	3.757	2.7828	1.9246	3.6463	1.8614	0.9752	0.9298	1.9162	1.8539	0	OK
1.861	1.031	3.8347	3.1787	1.9433	3.9229	2.2351	0.9367	0.8673	1.893	1.9944	0	OK
1.8567	1.0557	3.8087	3.1931	1.9346	3.9281	2.1847	0.9071	0.9069	1.8553	1.9823	0	OK
1.8923	1.0519	3.7641	3.2235	1.9072	3.797	2.2416	0.9	0.8707	1.8557	2.0175	0	OK
1.8862	1.0665	3.8219	3.2623	1.9401	3.8599	2.2652	0.9385	0.8372	1.8617	2.015	0	OK
1.9079	1.0791	3.8143	3.3859	1.9091	3.8815	2.2625	0.9094	0.8585	1.9206	1.8869	0	OK
1.9493	1.0499	3.9169	3.2633	1.9301	3.7747	2.1414	0.9468	0.9912	1.9399	1.7899	0	OK
1.9202	0.9982	3.9207	3.3093	1.9435	3.6153	2.0403	0.9725	0.9769	1.9136	1.8599	0	OK
1.9891	1.0292	3.9238	3.1526	1.9275	3.902	1.9049	0.9577	0.999	1.9631	1.7908	0	OK
1.9465	0.986	3.9464	3.1693	1.9209	3.702	1.9051	0.9518	0.9995	2.0044	1.7927	0	OK
1.9259	1.0287	3.8707	3.0973	1.8713	3.7504	1.9541	0.8774	0.9889	1.9054	1.7874	0	OK
1.9036	1.0479	3.9126	3.2021	1.8784	3.8154	2.0551	0.9481	0.9617	1.9499	1.824	0	OK
1.8352	0.9131	3.8369	3.167	1.8386	3.559	2.1765	0.8851	1.0009	1.8347	2.0159	0	OK
1.9251	0.989	3.7713	2.7815	1.9155	3.9284	1.8424	0.9385	1.0259	1.9176	1.8131	0	OK
2.0498	1.0019	4.0022	3.0523	2.0304	3.9346	2.0455	0.9867	1.0922	2.0449	1.9176	0	OK
1.9906	0.9705	4.0252	2.9012	1.9555	3.8014	1.9367	1.0345	1.0017	1.9815	1.8868	0	OK
1.9678	1.0185	3.9209	2.8345	1.946	3.9418	1.8849	0.9623	0.9867	1.9407	1.8559	0	OK
1.9226	1.0132	3.8392	2.9306	2.0223	3.8536	1.9839	0.9635	0.8927	1.9402	1.8156	0	OK
1.9696	1.0222	3.9857	2.8996	2.013	4.134	1.9035	0.9688	0.9504	2.0101	1.864	0	OK
1.8931	1.006	3.7741	2.9581	1.8705	3.572	1.9135	0.9083	0.9454	1.8885	1.9392	0	OK
2.01	0.9489	4.1143	3.0269	2.1068	4.0148	2.054	1.0082	1.0454	2.083	1.9996	0	OK
1.9803	1.0065	4.0637	3.0767	2.0595	3.8782	2.0564	0.9756	0.9814	2.0575	1.9756	0	OK
2.0151	1.0071	3.9904	3.1482	2.0765	3.9924	2.0657	1.0462	1.0303	2.0225	2.039	0	OK
1.7639	1.084	3.6664	3.3579	1.7753	3.4708	2.4282	0.8481	0.893	1.7308	2.1068	0	OK
1.778	0.9813	3.629	3.2529	1.7766	3.4555	2.2892	0.8604	0.8884	1.7663	2.0091	0	OK
1.792	1.0154	3.6089	2.9888	1.7428	3.4019	2.1351	0.8856	0.8814	1.7313	1.9865	0	OK
1.8953	0.9965	3.8223	3.197	1.931	3.5723	2.1821	0.9513	0.901	1.8806	1.9146	0	OK
1.9724	1.0275	3.9076	2.8499	1.9446	3.8614	2.0082	1.0111	0.9937	1.9319	1.8821	0	OK
1.9273	1.0184	3.9183	2.8755	1.9409	4.0478	1.8864	1.0009	0.9382	1.9445	1.8778	0	OK
1.9977	1.0264	3.9837	2.9079	1.9879	4.0446	1.9656	0.9755	0.9189	1.9777	1.8362	0	OK
1.9253	1.0309	3.9132	2.8633	1.937	3.7947	1.8755	0.9845	1.0527	1.8788	1.8528	0	OK
1.9844	1.0243	3.8029	2.7951	1.9366	3.7445	1.8287	0.987	0.9055	1.9119	1.8899	0	OK
1.8153	1.0139	3.5789	2.9942	1.7855	3.4777	2.0845	0.8833	0.8131	1.7227	1.9357	0	OK
1.9113	0.9899	3.9028	2.8809	1.9569	3.7199	2.032	0.9652	1.0932	1.9719	1.9453	0	OK
1.8106	1.0349	3.6425	3.3057	1.8426	3.5547	2.3376	0.9048	0.9005	1.7916	2.0285	0	OK
1.7936	1.004	3.6398	3.0855	1.7932	3.5388	2.2866	0.8955	0.8436	1.7681	1.9576	0	OK
1.9067	1.0375	3.7369	3.0416	1.8505	4.2008	2.1903	0.9128	0.8706	1.8684	1.9609	0	OK
2.0016	0.9821	3.91	2.8068	1.9574	3.7763	1.9011	0.9953	1.0625	1.966	1.8613	0	OK
1.9922	0.9748	3.8792	2.8846	1.9811	3.7787	1.8056	1.0312	0.9165	1.9343	1.8734	0	OK
1.9374	1.0803	3.9434	3.133	1.9617	3.9115	2.14	0.9256	0.956	1.9277	1.9249	0	OK
1.9502	1.0576	3.8449	3.0143	1.8946	3.9784	1.9563	0.9337	0.9482	1.9115	1.8839	0	OK
1.9619	0.9425	3.8357	2.8169	1.9085	3.7251	1.9283	0.9816	1.0059	1.9408	1.8962	0	OK
1.9003	1.0183	3.7863	2.9756	1.8869	3.8129	2.0622	0.9233	0.9449	1.8536	1.9139	0	OK
1.8683	1.0405	3.7897	3.0645	1.8954	3.7316	2.0823	0.9189	0.8635	1.8451	1.9559	0	OK
1.9256	1.08	3.9559	3.1928	1.9504	4.0177	2.1029	0.8948	0.9468	1.9535	1.9323	0	OK
1.8978	0.9985	3.8688	2.9476	1.9823	3.7724	1.9163	1.039	1.0088	1.9678	1.9039	0	OK
1.8957	1.051	3.798	3.2616	1.8863	3.9064	2.1087	0.9384	0.9677	1.9136	1.8567	0	OK
1.7429	0.989	3.4754	2.9125	1.7774	3.338	1.9107	0.9331	0.8306	1.7775	1.7774	0	OK
1.9635	1.0613	3.989	3.3674	1.9716	4.036	2.1833	0.966	0.9283	2.0442	1.9381	0	OK
2.0111	0.9071	4.0004	2.9418	2.0433	3.8879	1.9207	1.0658	1.044	2.068	1.9485	0	OK
1.9821	1.0067	3.9128	2.8796	1.9436	4.0426	1.9391	1.0143	0.9678	1.9947	1.9067	0	OK
1.9473	0.9191	3.9666	3.3693	1.9625	3.7554	2.1431	0.9626	0.9339	2.0168	1.9089	0	OK
2.0262	1.0057	3.9717	3.1556	2.0367	4.0439	2.0629	1.0007	1.1492	1.9988	1.9775	0	OK
1.9346	1.0638	3.9108	3.3618	1.9878	4.0025	2.1411	0.9429	0.9738	2.0143	1.9349	0	OK
2.0215	1.0279	4.1009	3.065	2.0555	4.196	2.0074	0.9885	1.0573	2.0729	1.9385	0	OK
1.9582	1.0426	3.9087	3.0352	1.9742	3.9725	1.9734	0.8948	0.9437	1.9491	1.8716	0	OK
1.9543	1.0368	3.9456	2.9504	1.9727	3.9889	2.0208	0.9527	1.1229	1.9495	1.8007	0	OK
1.8674	0.9418	3.7132	2.7419	1.8625	3.7637	1.8145	0.9132	0.8641	1.8799	1.7564	0	OK
1.869	1.0588	3.8593	3.1066	1.9568	3.8262	1.9991	0.9311	0.8587	1.9215	1.8353	0	OK
1.9302	0.9708	3.8142	3.103	1.8697	3.66	2.0458	0.9274	0.8153	1.9123	1.9084	0	OK
1.9087	1.054	3.9233	3.134	1.9821	3.8162	2.0616	0.9038	0.9383	1.8889	1.871	0	OK
2.0709	1.0698	3.976	2.9486	1.958	3.984	2.0005	1.0184	1.0825	2.012	1.881	0	OK
1.9351	1.0339	3.9124	3.1244	1.8744	3.9351	2.0488	0.9235	0.8754	1.9899	1.8962	0	OK
1.9305	1.0604	3.8406	3.0997	1.9723	3.7908	2.0225	0.8992	1.0039	1.9113	1.8594	0	OK
1.8903	1.0457	3.7692	3.0947	1.9136	3.8484	2.1098	0.9485	0.911	1.9003	1.8597	0	OK
1.8381	1.0337	3.7141	2.812	1.8175	3.7472	1.765	0.9688	0.9076	1.887	1.7148	0	OK
1.9554	0.9841	4.1602	3.1605	2.0151	3.837	2.0303	1.0022	0.9084	2.0443	2.0277	0	OK
1.9465	1.0033	4.057	3.1946	2.0059	4.0372	2.0517	0.9775	0.9086	2.0169	1.962	0	OK
2.0206	0.9644	4.0177	3.17	2.1058	4.0551	2.1139	1.0737	1.0115	2.0561	2.0028	0	OK
2.0014	0.9572	3.9739	3.0516	2.0003	3.798	2.0621	0.9769	1.0497	1.9283	1.9579	0	OK
1.943	0.962	3.9727	3.0739	1.9789	3.8035	2.0148	0.9775	0.9952	2.0377	1.9867	0	OK
1.9432	1.0118	4.078	3.0279	2.0367	4.0939	2.0601	0.9849	1.0149	2.0055	1.9396	0	OK
1.9597	1.074	3.9698	3.2902	1.946	3.972	2.1726	0.9685	0.9171	1.9734	1.938	0	OK
1.9491	0.968	3.8208	2.8094	1.8486	3.6485	1.7926	1.0064	0.9402	1.9155	1.8211	0	OK
2.0878	0.9684	3.8682	2.8585	1.874	3.7563	2.0197	0.9671	0.9312	1.9107	1.9887	0	OK
1.9845	1.0112	3.8535	2.8996	1.9348	3.7603	1.92	0.9982	1.013	1.9533	1.9528	0	OK
1.9419	1.03	3.8563	3.1088	1.9499	3.9269	2.1065	0.9357	0.9149	1.9183	1.8987	0	OK
2.0172	1.0221	4.1556	3.0674	2.1029	4.1202	2.034	0.9968	0.942	2.0755	1.9632	0	OK
1.9469	0.9808	4.0618	3.0694	2.0547	3.893	1.9714	0.9894	0.9576	2.0811	1.974	0	OK
2.0202	0.9883	4.0246	3.1206	2.0861	4.0285	2.0228	1.008	0.9676	2.0483	2.0455	0	OK
2.0217	0.9858	4.026	3.0647	2.0569	4.0042	1.8771	0.975	1.0122	2.1018	1.9358	0	OK
2.0357	1.0182	4.0932	2.9828	2.0658	3.985	1.8517	1.03	0.9863	2.1763	1.8982	0	OK
2.0037	0.9839	4.1082	2.9688	2.0653	3.961	1.8755	1.018	0.9894	2.1115	1.9524	0	OK
2.073	1.0167	4.1817	3.0269	2.0849	4.3336	1.8855	1.0497	1.036	2.106	1.9389	0	OK
2.004	1.0234	4.2724	3.0058	2.1717	4.3105	1.914	0.9929	0.9651	2.1435	2.0209	0	OK
1.9889	1.0531	4.0823	3.2725	2.0457	4.1083	2.1405	0.9583	0.9531	2.0583	1.883	0	OK
1.9505	1.0638	4.0149	3.331	1.9747	4.1434	2.1304	0.9432	0.9791	2.1001	1.9255	0	OK
1.9422	0.9837	4.08	2.8713	2.0373	4.055	1.7744	1.0235	1.0582	2.0973	1.914	0	OK
1.998	0.9034	4.0236	3.0482	2.026	3.7954	2.0276	0.9957	1.0333	2.0579	1.9758	0	OK
1.9665	0.9624	4.023	3.0662	2.0969	3.891	1.9576	1.0336	0.9763	2.0276	1.9794	0	OK
1.9103	1.0174	3.8534	2.9393	1.922	3.7126	1.8215	0.9799	0.903	1.9323	1.7539	0	OK
1.9551	1.0893	3.9253	3.2435	1.9279	3.7015	2.0881	0.9374	0.9467	1.9076	1.9215	0	OK
1.9264	1.053	3.8609	3.0135	1.9178	3.736	2.0149	0.9852	1.1356	1.9508	1.8975	0	OK
1.8895	1.0657	3.8141	3.151	1.8765	3.762	1.9949	0.9184	0.9091	1.8624	1.7935	0	OK
1.849	1.0601	3.674	3.0543	1.8358	3.514	1.8928	0.9223	0.9222	1.8732	1.7047	0	OK
1.89	0.9976	3.9064	3.2684	1.9199	3.5198	2.0648	0.9356	0.8891	1.9148	1.9392	0	OK
1.8792	1.06	3.9096	3.2338	1.9181	3.8896	2.1313	0.9789	0.7997	1.9439	1.8991	0	OK
1.9229	0.9984	3.8238	3.0087	1.9355	3.7662	1.9658	0.9408	0.8167	1.9465	1.8491	0	OK
1.9784	0.9751	4.0837	3.2125	2.0865	4.0927	2.0224	0.9912	0.9842	2.1238	1.9104	0	OK
2.0333	0.9907	4.0921	2.9786	2.0581	4.0413	1.8582	1.0044	1.0152	2.1264	1.966	0	OK
1.9052	0.9629	3.9183	2.9331	1.9315	3.8929	1.8962	0.986	0.9425	1.9853	1.8656	0	OK
1.9059	1.0091	3.8628	3.0994	1.9456	3.61	2.1258	1.4232	0.9167	1.9051	1.9214	0	OK
1.9728	0.9833	4.0462	3.3254	2.0336	3.8969	2.1273	0.9863	0.9652	1.9918	1.9373	0	OK
1.9792	1.0938	3.8495	3.0748	1.9343	3.8775	2.0336	0.8891	0.9296	1.9548	1.9176	0	OK
1.8242	1.0383	3.7026	2.7595	1.8571	3.7635	1.7011	1.0118	0.9197	1.9649	1.7319	0	OK
2.0586	0.987	4.1975	3.0737	2.1081	4.1884	1.9236	0.9827	1.009	2.121	1.9301	0	OK
2.0962	0.9762	4.2604	3.0732	2.1053	4.0217	1.8939	0.9808	1.0547	2.181	1.9764	0	OK
1.9475	1.0066	3.9768	3.1349	2.0457	4.0588	2.1008	1.0124	1.0473	2.0217	1.9901	0	OK
2.0067	1.0632	4.1819	3.2278	2.0936	4.2656	1.9523	1.0147	0.9361	2.1695	1.9221	0	OK
1.9536	0.9816	3.7365	3.0737	1.9525	3.7053	2.0599	0.8986	0.825	1.9019	1.892	0	OK
1.9889	1.0295	4.1386	3.2645	2.117	3.8582	1.9924	0.9576	0.9173	2.1314	1.9291	0	OK
1.9228	1.1043	3.8222	3.1838	1.8924	3.7536	2.1877	0.9019	0.915	1.91	1.9499	0	OK
1.8864	1.1119	3.7336	3.0074	1.9699	3.8776	2.1002	0.9068	0.85	1.9347	1.9243	0	OK
1.9175	0.938	3.8792	3.0015	1.9249	3.9677	1.9347	0.9223	0.9607	1.9842	1.7985	0	OK
